 __label__8, 人 狼 なんて いる わけ ない じゃん 。 みんな 大げさ だ なあ 
 __label__8, おっ と 皆様 、 おはよう ござい ます 。 出遅れ た よう です ね 。 これから 読み ます ので 暫く お待ち 下さい 。 
 __label__8, 寝 ちゃっ た みんな 、 おやすみ な さ ー い 。 ヨアヒム は まだ 眠れ ない の ？ 私 が お 相手 し ましょ う か ？ 
 __label__8, 狼 が 怖く て 眠れ ませ ん … 
 __label__5, 私 も 起き て い ます よ 。 何やら こう … この 村 は … 、 おとなしい 方 が 多 そう です ね 。 みなさん 、 ユニーク な 喉 の 使い方 を し て おり ます し … 。 さて 、 現在 の ところ FO 希望 が 多数 です か ね 。 理由 を 書か れ て ない 人 も 多く て 気 に なり ます が 、 そこ を いちいち つつく の も 面倒 です 。 でも 一応 、 ★ FO 希望 の 方 で 理由 を 書か れ て い ない 方 は 、 教え て ください な 。 
 __label__9, ん と 、 私 は 動き を 活発 に し たい から です 。 正直 理由 は その くらい か なぁ 。 
 __label__5, そして 議論 活発 の ため 、 唯一 占 潜伏 希望 の 私 の 意見 を せっ かっ く な ので 押し て み ましょ う か 。 初日 襲撃 、 ピン ポイント で 占 が 抜か れる 可能 性 が 高く は ない こと 、 霊 CO も 決行 し た 今 、 もし 確霊 し た 場合 、 お 仕事 も 出来 ず 真 占 を 失う 場合 も ある こと を 考える と 、 潜伏 案 も 一考 できる の で は 。 ただ 、 周囲 の 様子 を 見 て 、 これ 以上 潜伏 不可能 と 思っ た 場合 は 自己 判断 で CO し て も 構わ ない です が 。 いかが でしょ う ？ 
 __label__9, >> 116 　 ヨアヒム さん 、 ありがとう ござい ます 。 そうですね 、 この 村 は 早め に 、 得 られる 限り の 情報 を 出す 方 が 、 活発 に なる かも しれ ませ ん ね … 。 もう少し 読ん で 、 それ から 休む こと に し ます か 。 
 __label__9, >> 115 軽く 言っ た けど 、 一応 もう一度 。 まとめ 役 が 欲しい 。 その ため に は 確定 白 か 能力 者 が 欲しい 。 霊 が 確定 すれ ば 話 は 早い が 、 そう 上手く 行か なかっ た 場合 に 備え て 、 占 による 確定 白 出し も 同時 平行 で 進め て 行き たい 訳 だ 。 良く も 悪く も 、 情報 も 増える し 。 
 __label__9, ＞ ディーター どうせ 多数決 で ＦＯ に なり そう だっ た から 従っ た だけ よ 。 元々 の 私 の 意見 は >> 96 ね 。 明日 以降 は みんな 活発 に なる と いい なぁ … 喉 が 潤っ てる と つい 雑談 し たく なっ ちゃう の よ ね （ 笑 
 __label__9, ■ 1 . 確霊 に お願い し ましょ う 。 ■ 2 . 初日 FO で 宜しい か と ■ 3 . 回避 CO あり で ■ 4 . 保留 で 狼 は 3 匹 しか い ない わけ です から 対抗 CO が あっ たら 怪しい 方 を 、 残し た 方 も 白 と 決め 付け ず に 判断 ミス で あっ た か どう か 常に 確認 し て 場合 によって は 吊っ て いけ ば 我々 人間 の 勝利 は 近い でしょ う 。 ちなみに 【 私 は 霊 能力 は あり ませ ん 】 。 神 は 私 に 霊 能力 で は なく 清い 心 を 下さい まし た 。 アーメン 。 
 __label__5, おっ と 、 お 返事 が 。>> 119 ニコ さん ありがとう ござい ます 。 なるほど 、 確白 の 必要 性 は 分かる ので 同意 でき ます が 、 潜伏 し ながら 占 による 確白 も 得 られる の です 。 本日 決定 し た ● 先 を 潜伏 占い師 は 占い 、 明日 、 【 今日 黒 出し する 占い師 で は ない 】 という 宣言 を 全員 が 回す こと により 、 もし 真 占 が 黒 を 引い て なけれ ば 、 確白 を 得 られ ます 。 それ を ふまえ て どう です か ね ？ 他 の 方 も この 方法 を 知ら なけれ ば 再考 願い ます 。 
 __label__9, >> 120 パメラ さん ＞ ありがとう ござい ます 。 FO が 多い 中 、 少数 意見 を 声高 に 主張 し て 不和 を 生ん で も 困り ます し ね 、 その お 気持ち は 分かり ます よ 。 ただ 、 FO は 村 側 の 情報 も 増え ます が 、 狼 側 にとって も 主 な 能力 者 が 判明 する という 点 で メリット が ある 策 です 。 ので 、 理由 なし に FO 希望 だ と 気 に なり ます ね 。 ニコ さん の よう な 意見 を きける こと も ある よう です し 、 引き続き 理由 募集 中 。 
 __label__5, >> 112 その 方法 も 多い に あり だ と は 思っ てる ん だ が 、 皆 が 村 に いる 時間 は やや ズレ て いる 様 だ し 、 初日 FO で 役者 が 揃え ば 議論 が 早く 進め られ ない だろ う か 、 と 。 正直 、 今日 の 皆 の 発言 の 勢い 次第 で は 再考 の 余地 あり と も 思っ て は いる が 。 
 __label__5, 私 は 、 ニコラス さん と 同じ で まとめ が 欲しい から です ね 。 情報 が 出 て くる 事 で 、 推測 要素 も 増え ます し … 。 多少 の リスク が 有っ て も 、 推測 要素 に は 変え られ ない と 思っ て ます 
 __label__8, おっ と 。>> 124 は >> 112 で なく >> 122 だ 。 失礼 。 無駄遣い し て しまっ た ・ ・ ・ 。 
 __label__9, 【 ばあさん は 見える が 、 霊 は 見え ん 。 】 ばあさん も い つ 見え なく なる か わから ん が の 。 ■ 1 . 確霊 が 出れ ば 確霊 まとめ が いい 。 ■ 2 . 確霊 なら 潜伏 希望 。 霊 2 CO なら FO じゃ 。 ■ 3 . 狩 は ケースバイケース 。 自分 で 考え い 。 
 __label__7, ニコ さん 、 クラ さん 、 ありがとう ござい ます 。 軽く 読み まし た が 大分 眠い ので 、 熟読 は 明日 に さ せ て 頂き ます ね 。 ただ 、 ニコ さん の おっしゃる よう に 、 この まま 初日 中 に 占 が 回り きる か どう かも 怪しい です ね 。 この 時間 で 、 霊 CO を 回せ て ない 方 が 3 名 。 コア タイム が 揃っ て いる わけ で も ない し 、 決定 前 に い られ ない 人 も いる よう で 、 色々 心配 です 。 狼 側 の かく乱 を 招く ため 、 占 CO も いっぺんに 回せる の が ベター です が … 。 かなり 難し そう です 
 __label__5, と 、 モリ さん が いらっしゃい まし た か 。 >> 119 ニコ さん ＞ 細かい ところ です が 、 「 良く も 悪く も 」 の 良い こと 悪い こと が よく 分から なかっ た ので 教え て 頂け ます か ？ さて 私 も そろそろ 休み ます 。 それでは 。 
 __label__9, >> 129 役者 が 揃え ば 議論 が 進め やすく なる 。 一方 、 狼 側 も 襲撃 対象 を 絞り やすく なっ て は しまう が 。 という 至極 普通 の 事 を 言い たかっ た の さ 。 伝わり にくかっ た か な ? 
 __label__5, ■ 2 の 補足 じゃ な 。 確霊 なら 狼 の 初手 は 占い 襲撃 。 狩 の セオリー FO でも は 確霊 護衛 に なる じゃろ う から な 。 じゃっ たら 占い は 隠し て しまお う 。 灰 襲撃 で 狂人 や 村 を 襲っ て くれれ ば 万歳 じゃ 。 霊 2 CO なら 初手 は 占い 襲撃 で 狩 は 占い 護衛 。 まあ 悪く は ない ない じゃ ろ 。 FO で 多数決 まとめ に なっ て も 灰 は 80 % 村 側 じゃ 。 ちゃんと 戦え ば 狼 を 吊れる かも しれ ん 。 
 __label__5, ★>> 115 [ 旅 ]『 同時 平行 で 占い による まとめ 役 探し 』 と ある が 、 霊 が 確定 か 不 確定 し て から 占い 先 が 決定 する はず じゃ 。 同時 並行 に は なら ん と 思う が どう か の ？>> 115 [ 樵 ] 中世 まで は ゲルト の よう な カワイイタイプ の 男 は 、 殿様 方 に だいぶ 好ま れ た よう じゃ 。 じゃ から 『 娘 に 頼ま れ た から 』 なんて いいわけ せ ん でも いい ん じゃ ぞ 。 
 __label__5, 色々 考え まし た が 現時点 で は 情報 が 少な すぎ ます ね 。 やはり 早々 に FO し て 議論 の 土台 を 作る の が いい の で は ？ 対抗 CO が 多けれ ば 能力 者 ローラー すれ ば 村 側 有利 だ と 思い ます 。 そもそも 静か な 人 が 多い この 村 で は 難しい 戦法 は つい て こ れ ない 村人 が 多い と 思い ます 。 FO に は リスク 分 の リターン が ある と 思い ます 。 
 __label__5, ＃ 吊り 手 計算 ＃ 13 > 11 > 9 > 7 > 5 > 3 　 5 手 3 狼 1 狂 >> 133 [ 神 ] 能力 者 ローラー で 村 有利 と いう が 5 手 で 3 狼 を 吊ら なきゃ なら ん 訳 じゃ 。 ローラー なら 狂 吊り を 挟む 必要 は 生まれる から 、 ミス は 1 手 しか 許さ れ ん 。 なら 占い を 徹底 し て 保護 し て 、 無駄 な 吊り を 減らさ ん と 勝て ん と 思う 。 じゃ から 確霊 なら 初回 襲撃 リスク を しょっ て も 占い は 潜伏 じゃ 。 狼 有利 の F 15 人 構成 より さらに 一 手 少ない 随分 マゾ な 構成 な ん じゃ ぞ 。 
 __label__5, 『 霊 co 状況 』 屋 兵 者 書 樵 青 旅 娘 老 | 神 年 服 羊 | 楽 非 非 非 非 非 非 非 非 非 | 謎謎 謎謎 | 寝 さ て 野良 仕事 に 出 て くる か 。 
 __label__5, >> 135 モーリッツ さん 、 >> 121 の 通り 【 私 は 霊 能力 は あり ませ ん 】 屋 兵 者 書 樵 青 旅 娘 老神 | 年 服 羊 | 楽 非 非 非 非 非 非 非 非 非 非 | 謎謎 謎 | 寝 です 。 >> 134 分析 感謝 です 。 5 手 で 1 ミス と 言い ます が 後半 は 対象 も 絞ら れ て くる 分 狩人 GJ も 期待 可能 な ので もう少し 余裕 が 出る の で は ？ で も 仰る とおり ちゃんと 計算 する と 危険 度 は 高い です ね 。 
 __label__5, ただいま 戻り まし た 、 1 時間 も 遅く なっ て しまい まし た の です 。 これ は 帰っ て くる 前 に 色々 考え て た もの な ので 、 とりあえず それ を 垂れ 流し ます 。 初日 の 戦略 について 、 共有 者 という 絶対 的 な まとめ 役 が い なく なり まし た 、 初日 です から 多数決 で も なし で は ない でしょ う 、 でも まとめ 役 は 欲しい っていう の は 私 の 考え です 。 そこで 霊 先行 CO で 確定 を 祈り ます 。 CO し た 後 の 状況 、 確定 なら そのまま まとめ 、 これ で いい と 思う の です 。 
 __label__5, もし 確定 し なかっ たら 、 もう 初回 吊り から ロラ で いく の が 最善 手 だ と 思っ て い ます の です よー 。 確定 し ない 霊 を 残し て も 、 決め 打ち なんて めったに でき ない ライン 戦 に なる だけ な の です 。 吊り 縄 は 減り まし た 、 でも 狼 の 数 は 変わっ て い ませ ん の です 。 吊り 縄 は 少し でも 無駄 に する 可能 性 を 減らし たい 、 霊 ロラ を すれ ば 確実 に 狼 側 を １つ 減ら せる わけ な の です 、 ただ これ は いくつ か 穴 が ある と は 気がつい て い ます の です 。 
 __label__5, 編成 が かわっ て 狂 の 霊 騙り が 有効 に なっ て い た 場合 、 しかし 狂 と 狼 は ささ やけ ない ので やはり 難易 度 は 高い と 思っ て い ます の です 。 なので 騙り に くる と する なら 狼 の 可能 性 が 高い の で は ない か と おもう の です よ ～ 。 とか なんとか 考え て た の です 。 でも なんと いう か 【 私 が 霊 能力 者 な の です よ ～ 】 ・ ・ ・ めそ 
 __label__9, ☆>> 132 初日 霊 or 占 確定 → まとめ 役 、 確定 し なかっ たら 統一 占 で 確定 白 → まとめ 役 、 という 流れ を 期待 し て た ん だ よ 。 FO 希望 を 出し た 時点 で 霊 CO 回し は 始まっ て なかっ た し 。 答え に なっ てる か な ？ それ と 分析 感謝 。 う ? ん 、 カタリナ の 話 も 含め て 考える と 、 占 CO は 待っ た 方 が 良い かも ね 。 年 と 服 の 出方 を 待ち たい な 。 
 __label__5, 『 初日 FO 希望 』 は 屋 兵書 樵 青 神 年 で 8 票 ？ 『 反対 は し ない 』 娘 も 入れる と 9 票 か な 。 自分 は さっき の 発言 通り 、 一旦 取り下げ 。 ごめん よ 。 とりあえず 、 年 と 服 に 霊 CO 回し を お願い する として 。 ★ 初日 FO 希望 の 方々 、 この まま 霊 が 確定 し て も 占 CO する かい ? 
 __label__9, 自分 は 霊 確定 出来れ ば 、 占 は 潜伏 の 方向 へ 流れ て いる よ 。 予想 より 霊 CO が 早く 回り 切り そう だ し ね 。 で は 。 
 __label__5, 色々 考え た の です けど 、 占い は 初回 投票 CO が いい と おもう の です 。 ただし 黒 引い たら 出 て き て もらう 、 回避 は あり と 言う 形 で 。 共有 者 が い ない 以上 白 確 を うむ の も ある 意味 有意義 な こと です 。 そして 占う チャンス を 1 回 でも 増やす こと は 村 の 勝利 に 繋がる と 思い ます 。 という こと で その 可能 性 を 増やす ため に 潜伏 を 希望 、 という こと な の です 。 
